source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0071559,response to transforming growth factor beta,2.8566128247608235e-06,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a transforming growth factor beta stimulus."" [GOC:mah]",264,7396,135,20972,0.018253109789075177,0.5113636363636364,query_1,['GO:0070848']
GO:BP,GO:0009165,nucleotide biosynthetic process,2.887216703461739e-06,True,"""The chemical reactions and pathways resulting in the formation of nucleotides, any nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the glycose moiety; may be mono-, di- or triphosphate; this definition includes cyclic-nucleotides (nucleoside cyclic phosphates)."" [GOC:go_curators]",227,7396,119,20972,0.01608977825851812,0.5242290748898678,query_1,"['GO:0009117', 'GO:1901293']"
GO:BP,GO:0009201,ribonucleoside triphosphate biosynthetic process,2.945146336160631e-06,True,"""The chemical reactions and pathways resulting in the formation of a ribonucleoside triphosphate, a compound consisting of a nucleobase linked to a ribose sugar esterified with triphosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]",118,7396,70,20972,0.009464575446187128,0.5932203389830508,query_1,['GO:0009142']
GO:BP,GO:0010948,negative regulation of cell cycle process,3.023449759020455e-06,True,"""Any process that decreases the rate, frequency or extent of a cellular process that is involved in the progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events."" [GOC:dph, GOC:tb]",290,7396,146,20972,0.019740400216333154,0.503448275862069,query_1,"['GO:0010564', 'GO:0022402', 'GO:0045786']"
GO:BP,GO:0051028,mRNA transport,3.086739182035316e-06,True,"""The directed movement of mRNA, messenger ribonucleic acid, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",131,7396,76,20972,0.010275824770146024,0.5801526717557252,query_1,['GO:0050658']
GO:BP,GO:0040007,growth,3.1550952283731e-06,True,"""The increase in size or mass of an entire organism, a part of an organism or a cell."" [GOC:bf, GOC:ma]",920,7396,400,20972,0.05408328826392644,0.43478260869565216,query_1,['GO:0008150']
GO:BP,GO:0000122,negative regulation of transcription by RNA polymerase II,3.2419048693905906e-06,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of transcription mediated by RNA polymerase II."" [GOC:go_curators, GOC:txnOH]",933,7396,405,20972,0.05475932936722553,0.4340836012861736,query_1,"['GO:0006357', 'GO:0006366', 'GO:0045892']"
GO:BP,GO:0007399,nervous system development,3.3918723712509737e-06,True,"""The process whose specific outcome is the progression of nervous tissue over time, from its formation to its mature state."" [GOC:dgh]",2597,7396,1036,20972,0.1400757166035695,0.39892183288409705,query_1,['GO:0048731']
GO:BP,GO:0048871,multicellular organismal-level homeostasis,3.436024306489859e-06,True,"""Any process involved in the maintenance of an internal steady state at the level of the multicellular organism."" [GOC:isa_complete]",839,7396,368,20972,0.04975662520281233,0.43861740166865315,query_1,"['GO:0032501', 'GO:0042592']"
GO:BP,GO:0009206,purine ribonucleoside triphosphate biosynthetic process,3.4596016996776355e-06,True,"""The chemical reactions and pathways resulting in the formation of purine ribonucleoside triphosphate, a compound consisting of a purine base linked to a ribose sugar esterified with triphosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]",112,7396,67,20972,0.00905895078420768,0.5982142857142857,query_1,"['GO:0009145', 'GO:0009201', 'GO:0009205']"
GO:BP,GO:0040011,locomotion,3.6910027812499227e-06,True,"""Self-propelled movement of a cell or organism from one location to another."" [GOC:dgh]",1236,7396,522,20972,0.07057869118442402,0.4223300970873786,query_1,['GO:0008150']
GO:BP,GO:0050657,nucleic acid transport,3.7275921625557593e-06,True,"""The directed movement of nucleic acids, single or double-stranded polynucleotides involved in the storage, transmission and transfer of genetic information, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai, ISBN:0198506732]",160,7396,89,20972,0.012033531638723635,0.55625,query_1,['GO:0015931']
GO:BP,GO:0050658,RNA transport,3.7275921625557593e-06,True,"""The directed movement of RNA, ribonucleic acids, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",160,7396,89,20972,0.012033531638723635,0.55625,query_1,"['GO:0050657', 'GO:0051236']"
GO:BP,GO:0000082,G1/S transition of mitotic cell cycle,3.9040785579254755e-06,True,"""The mitotic cell cycle transition by which a cell in G1 commits to S phase. The process begins with the build up of G1 cyclin-dependent kinase (G1 CDK), resulting in the activation of transcription of G1 cyclins. The process ends with the positive feedback of the G1 cyclins on the G1 CDK which commits the cell to S phase, in which DNA replication is initiated."" [GOC:mtg_cell_cycle]",212,7396,112,20972,0.015143320713899405,0.5283018867924528,query_1,"['GO:0044772', 'GO:0044843']"
GO:BP,GO:0071345,cellular response to cytokine stimulus,3.922823652410042e-06,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cytokine stimulus."" [GOC:mah]",891,7396,388,20972,0.052460789616008655,0.43546576879910215,query_1,['GO:0034097']
GO:BP,GO:0009152,purine ribonucleotide biosynthetic process,4.01978038967118e-06,True,"""The chemical reactions and pathways resulting in the formation of a purine ribonucleotide, a compound consisting of ribonucleoside (a purine base linked to a ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."" [GOC:go_curators, ISBN:0198506732]",158,7396,88,20972,0.011898323418063819,0.5569620253164557,query_1,"['GO:0006164', 'GO:0009150', 'GO:0009260']"
GO:BP,GO:0019941,modification-dependent protein catabolic process,4.160700178473984e-06,True,"""The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent modification of the target protein."" [GOC:go_curators]",691,7396,309,20972,0.04177934018388318,0.447178002894356,query_1,"['GO:0030163', 'GO:0043632']"
GO:BP,GO:0006913,nucleocytoplasmic transport,4.516363734281494e-06,True,"""The directed movement of molecules between the nucleus and the cytoplasm."" [GOC:go_curators]",332,7396,163,20972,0.022038939967550027,0.49096385542168675,query_1,['GO:0051169']
GO:BP,GO:0051169,nuclear transport,4.516363734281494e-06,True,"""The directed movement of substances into, out of, or within the nucleus."" [GOC:ai]",332,7396,163,20972,0.022038939967550027,0.49096385542168675,query_1,['GO:0046907']
GO:BP,GO:0051054,positive regulation of DNA metabolic process,4.6815261360508964e-06,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving DNA."" [GOC:ai]",280,7396,141,20972,0.01906435911303407,0.5035714285714286,query_1,"['GO:0006259', 'GO:0010604', 'GO:0051052']"
GO:BP,GO:0071216,cellular response to biotic stimulus,4.80034974992204e-06,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a biotic stimulus, a stimulus caused or produced by a living organism."" [GOC:mah]",252,7396,129,20972,0.01744186046511628,0.5119047619047619,query_1,"['GO:0009607', 'GO:0051716']"
GO:BP,GO:0071560,cellular response to transforming growth factor beta stimulus,5.2719955271399985e-06,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a transforming growth factor beta stimulus."" [GOC:ecd, PMID:15451575]",257,7396,131,20972,0.01771227690643591,0.5097276264591439,query_1,"['GO:0071363', 'GO:0071559']"
GO:BP,GO:0006511,ubiquitin-dependent protein catabolic process,5.330740109781059e-06,True,"""The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of a ubiquitin group, or multiple ubiquitin groups, to the protein."" [GOC:go_curators]",680,7396,304,20972,0.0411032990805841,0.4470588235294118,query_1,['GO:0019941']
GO:BP,GO:0033044,regulation of chromosome organization,5.735023425845633e-06,True,"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of a chromosome."" [GOC:mah]",241,7396,124,20972,0.0167658193618172,0.5145228215767634,query_1,"['GO:0033043', 'GO:0051276']"
GO:BP,GO:0010720,positive regulation of cell development,6.102718728831687e-06,True,"""Any process that increases the rate, frequency or extent of the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate."" [GOC:BHF, GOC:dph, GOC:tb]",430,7396,203,20972,0.027447268793942672,0.4720930232558139,query_1,"['GO:0045597', 'GO:0048468', 'GO:0060284']"
GO:BP,GO:0008285,negative regulation of cell population proliferation,6.2024822498561875e-06,True,"""Any process that stops, prevents or reduces the rate or extent of cell proliferation."" [GOC:go_curators]",686,7396,306,20972,0.041373715521903734,0.446064139941691,query_1,"['GO:0008283', 'GO:0042127', 'GO:0048523']"
GO:BP,GO:0044092,negative regulation of molecular function,6.256901452849947e-06,True,"""Any process that stops or reduces the rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."" [GO:jl]",355,7396,172,20972,0.023255813953488372,0.48450704225352115,query_1,['GO:0065009']
GO:BP,GO:0002822,regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,6.571978779636166e-06,True,"""Any process that modulates the frequency, rate, or extent of an adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains. An example of this process is found in the Gnathostomata."" [GOC:add, GOC:mtg_sensu]",200,7396,106,20972,0.014332071389940509,0.53,query_1,"['GO:0002460', 'GO:0002819']"
GO:BP,GO:0070925,organelle assembly,6.653956766232067e-06,True,"""The aggregation, arrangement and bonding together of a set of components to form an organelle. An organelle is an organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:mah]",1057,7396,451,20972,0.06097890751757707,0.4266792809839167,query_1,"['GO:0006996', 'GO:0022607']"
GO:BP,GO:0006164,purine nucleotide biosynthetic process,6.782461626502179e-06,True,"""The chemical reactions and pathways resulting in the formation of a purine nucleotide, a compound consisting of nucleoside (a purine base linked to a deoxyribose or ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."" [GOC:go_curators, ISBN:0198506732]",191,7396,102,20972,0.013791238507301243,0.5340314136125655,query_1,"['GO:0006163', 'GO:0009165', 'GO:0072522']"
GO:BP,GO:0045598,regulation of fat cell differentiation,6.782461626502179e-06,True,"""Any process that modulates the frequency, rate or extent of adipocyte differentiation."" [GOC:go_curators]",133,7396,76,20972,0.010275824770146024,0.5714285714285714,query_1,"['GO:0045444', 'GO:0045595']"
GO:BP,GO:0050854,regulation of antigen receptor-mediated signaling pathway,6.8459870259733095e-06,True,"""Any process that modulates the frequency, rate or extent of signaling pathways initiated by the cross-linking of an antigen receptor on a B- or T cell."" [GOC:ai]",70,7396,46,20972,0.006219578150351541,0.6571428571428571,query_1,"['GO:0009966', 'GO:0050776', 'GO:0050851']"
GO:BP,GO:0051250,negative regulation of lymphocyte activation,6.884258320398193e-06,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of lymphocyte activation."" [GOC:ai]",164,7396,90,20972,0.012168739859383451,0.5487804878048781,query_1,"['GO:0002695', 'GO:0046649', 'GO:0051249']"
GO:BP,GO:0010498,proteasomal protein catabolic process,7.033453500801776e-06,True,"""The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds that is mediated by the proteasome."" [GOC:tb]",599,7396,271,20972,0.03664142779881017,0.4524207011686144,query_1,['GO:0030163']
GO:BP,GO:0031647,regulation of protein stability,7.746037045253226e-06,True,"""Any process that affects the structure and integrity of a protein, altering the likelihood of its degradation or aggregation."" [GOC:dph, GOC:mah, GOC:tb]",385,7396,184,20972,0.024878312601406164,0.4779220779220779,query_1,['GO:0065008']
GO:BP,GO:0002700,regulation of production of molecular mediator of immune response,7.746037045253226e-06,True,"""Any process that modulates the frequency, rate, or extent of the production of molecular mediator of immune response."" [GOC:add]",196,7396,104,20972,0.014061654948620876,0.5306122448979592,query_1,"['GO:0002440', 'GO:0002697', 'GO:0010468']"
GO:BP,GO:0030031,cell projection assembly,8.264771364063038e-06,True,"""Formation of a prolongation or process extending from a cell, e.g. a flagellum or axon."" [GOC:jl, GOC:mah, PMID:18391171]",615,7396,277,20972,0.03745267712276906,0.4504065040650406,query_1,"['GO:0022607', 'GO:0030030']"
GO:BP,GO:0009611,response to wounding,8.264771364063038e-06,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating damage to the organism."" [GOC:go_curators]",570,7396,259,20972,0.03501892915089237,0.4543859649122807,query_1,['GO:0006950']
GO:BP,GO:0071396,cellular response to lipid,8.273542522919613e-06,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipid stimulus."" [GOC:mah]",600,7396,271,20972,0.03664142779881017,0.45166666666666666,query_1,"['GO:0033993', 'GO:0070887']"
GO:BP,GO:0045936,negative regulation of phosphate metabolic process,8.30362987266443e-06,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving phosphates."" [GOC:go_curators]",210,7396,110,20972,0.014872904272579772,0.5238095238095238,query_1,"['GO:0006796', 'GO:0010563']"
GO:BP,GO:0010563,negative regulation of phosphorus metabolic process,8.30362987266443e-06,True,"""Any process that decreases the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus."" [GOC:dph, GOC:tb]",210,7396,110,20972,0.014872904272579772,0.5238095238095238,query_1,"['GO:0006793', 'GO:0009892', 'GO:0051174']"
GO:BP,GO:0071363,cellular response to growth factor stimulus,8.672879873184324e-06,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus."" [GOC:mah]",706,7396,313,20972,0.04232017306652244,0.443342776203966,query_1,"['GO:0070848', 'GO:0071495']"
GO:BP,GO:0009653,anatomical structure morphogenesis,9.338225173780088e-06,True,"""The process in which anatomical structures are generated and organized. Morphogenesis pertains to the creation of form."" [GOC:go_curators, ISBN:0521436125]",2699,7396,1069,20972,0.14453758788534343,0.39607261948869954,query_1,"['GO:0032502', 'GO:0048856']"
GO:BP,GO:0001649,osteoblast differentiation,9.729534273478772e-06,True,"""The process whereby a relatively unspecialized cell acquires the specialized features of an osteoblast, a mesodermal or neural crest cell that gives rise to bone."" [CL:0000062, GO_REF:0000034, GOC:jid]",236,7396,121,20972,0.016360194699837752,0.5127118644067796,query_1,"['GO:0001503', 'GO:0030154']"
GO:BP,GO:0051093,negative regulation of developmental process,9.903187054123459e-06,True,"""Any process that stops, prevents or reduces the rate or extent of development, the biological process whose specific outcome is the progression of an organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:ai]",916,7396,395,20972,0.053407247160627364,0.43122270742358076,query_1,"['GO:0032502', 'GO:0048519', 'GO:0050793']"
GO:BP,GO:0048872,homeostasis of number of cells,1.0101080826971937e-05,True,"""Any biological process involved in the maintenance of the steady-state number of cells within a population of cells."" [GOC:isa_complete]",338,7396,164,20972,0.022174148188209845,0.48520710059171596,query_1,['GO:0048871']
GO:BP,GO:0034504,protein localization to nucleus,1.052795789341186e-05,True,"""A process in which a protein transports or maintains the localization of another protein to the nucleus."" [GOC:ecd]",319,7396,156,20972,0.021092482422931314,0.4890282131661442,query_1,['GO:0033365']
GO:BP,GO:0120031,plasma membrane bounded cell projection assembly,1.1437582493517165e-05,True,"""Formation of a prolongation or process extending and that is bounded by plasma membrane, e.g. a cilium, lamellipodium, or axon."" [GOC:krc]",602,7396,271,20972,0.03664142779881017,0.45016611295681064,query_1,"['GO:0030031', 'GO:0120036']"
GO:BP,GO:0000380,"alternative mRNA splicing, via spliceosome",1.1630939091571054e-05,True,"""The process of generating multiple mRNA molecules from a given set of exons by differential use of exons from the primary transcript(s) to form multiple mature mRNAs that vary in their exon composition."" [GOC:krc, PMID:12110900]",77,7396,49,20972,0.00662520281233099,0.6363636363636364,query_1,['GO:0000398']
GO:BP,GO:0007249,canonical NF-kappaB signal transduction,1.2666918941374606e-05,True,"""An intracellular signaling cassette characterized by the I-kappaB-kinase (IKK)-dependent activation of NF-kappaB, also known as the canonical NF-kappaB signaling cascade. The cascade begins with activation of a trimeric IKK complex (consisting of catalytic kinase subunits IKKalpha and/or IKKbeta, and the regulatory scaffold protein NEMO) and ends with the regulation of transcription of target genes by NF-kappaB. In a resting state, NF-kappaB dimers are bound to I-kappaB proteins, sequestering NF-kappaB in the cytoplasm. Phosphorylation of I-kappaB targets I-kappaB for ubiquitination and proteasomal degradation, thus releasing the NF-kappaB dimers, which can translocate to the nucleus to bind DNA and regulate transcription. The canonical NF-kappaB pathway is mainly stimulated by proinflammatory cytokines such as IL-1beta, tumor necrosis factor (TNF)-alpha, antigen ligands, and toll-like receptors (TLRs)."" [GOC:bf, PMID:12773372, PMID:34659217]",315,7396,154,20972,0.02082206598161168,0.4888888888888889,query_1,['GO:0141124']
GO:BP,GO:0008654,phospholipid biosynthetic process,1.2706267027443673e-05,True,"""The chemical reactions and pathways resulting in the formation of a phospholipid, a lipid containing phosphoric acid as a mono- or diester."" [ISBN:0198506732]",244,7396,124,20972,0.0167658193618172,0.5081967213114754,query_1,"['GO:0006644', 'GO:0008610', 'GO:0090407']"
GO:BP,GO:0002573,myeloid leukocyte differentiation,1.2706267027443673e-05,True,"""The process in which a relatively unspecialized myeloid precursor cell acquires the specialized features of any cell of the myeloid leukocyte lineage."" [GOC:add, PMID:16551251]",244,7396,124,20972,0.0167658193618172,0.5081967213114754,query_1,"['GO:0002521', 'GO:0030099']"
GO:BP,GO:0070848,response to growth factor,1.2807467678814007e-05,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus."" [GOC:BHF, GOC:mah]",734,7396,323,20972,0.0436722552731206,0.44005449591280654,query_1,['GO:0009719']
GO:BP,GO:0007169,cell surface receptor protein tyrosine kinase signaling pathway,1.4029998677839231e-05,True,"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of the target cell where the receptor possesses tyrosine kinase activity, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb, GOC:signaling]",641,7396,286,20972,0.03866955110870741,0.44617784711388453,query_1,['GO:0007167']
GO:BP,GO:0042129,regulation of T cell proliferation,1.4110246189098686e-05,True,"""Any process that modulates the frequency, rate or extent of T cell proliferation."" [GOC:jl]",182,7396,97,20972,0.013115197404002164,0.532967032967033,query_1,"['GO:0042098', 'GO:0050670', 'GO:0050863']"
GO:BP,GO:0002237,response to molecule of bacterial origin,1.6414280471518236e-05,True,"""Any process that results in a change in state or activity of an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus by molecules of bacterial origin such as peptides derived from bacterial flagellin."" [GOC:rl, GOC:sm]",345,7396,166,20972,0.022444564629529474,0.4811594202898551,query_1,"['GO:0009617', 'GO:0043207']"
GO:BP,GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,1.7595817257682715e-05,True,"""An immune response mediated by lymphocytes expressing specific receptors for antigen produced through a somatic diversification process that includes somatic recombination of germline gene segments encoding immunoglobulin superfamily domains. Recombined receptors for antigen encoded by immunoglobulin superfamily domains include T cell receptors and immunoglobulins (antibodies) produced by B cells. The first encounter with antigen elicits a primary immune response that is slow and not of great magnitude. T and B cells selected by antigen become activated and undergo clonal expansion. A fraction of antigen-reactive T and B cells become memory cells, whereas others differentiate into effector cells. The memory cells generated during the primary response enable a much faster and stronger secondary immune response upon subsequent exposures to the same antigen (immunological memory). An example of this is the adaptive immune response found in Mus musculus."" [GOC:add, GOC:mtg_sensu, ISBN:0781735149, ISBN:1405196831]",389,7396,184,20972,0.024878312601406164,0.4730077120822622,query_1,['GO:0002250']
GO:BP,GO:2000514,"regulation of CD4-positive, alpha-beta T cell activation",1.8741341882952523e-05,True,"""Any process that modulates the frequency, rate or extent of CD4-positive, alpha-beta T cell activation."" [GOC:obol]",82,7396,51,20972,0.006895619253650622,0.6219512195121951,query_1,"['GO:0035710', 'GO:0046634']"
GO:BP,GO:0016050,vesicle organization,1.9736593219979553e-05,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a vesicle."" [GOC:mah]",392,7396,185,20972,0.025013520822065982,0.4719387755102041,query_1,['GO:0006996']
GO:BP,GO:1901873,regulation of post-translational protein modification,2.002420180595739e-05,True,"""Any process that modulates the frequency, rate or extent of post-translational protein modification."" [GOC:TermGenie, GOC:yaf, PMID:21209915]",241,7396,122,20972,0.016495402920497566,0.5062240663900415,query_1,"['GO:0031399', 'GO:0043687']"
GO:BP,GO:0022408,negative regulation of cell-cell adhesion,2.0962939103842555e-05,True,"""Any process that stops, prevents or reduces the rate or extent of cell adhesion to another cell."" [GOC:isa_complete]",197,7396,103,20972,0.01392644672796106,0.5228426395939086,query_1,"['GO:0007162', 'GO:0022407', 'GO:0098609']"
GO:BP,GO:0051174,regulation of phosphorus metabolic process,2.162516078208247e-05,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus."" [GOC:ai]",702,7396,309,20972,0.04177934018388318,0.44017094017094016,query_1,"['GO:0006793', 'GO:0019222']"
GO:BP,GO:0044843,cell cycle G1/S phase transition,2.189066199710472e-05,True,"""The cell cycle process by which a cell in G1 phase commits to S phase."" [GOC:mtg_cell_cycle]",239,7396,121,20972,0.016360194699837752,0.5062761506276151,query_1,['GO:0044770']
GO:BP,GO:0043087,regulation of GTPase activity,2.2085555143063432e-05,True,"""Any process that modulates the rate of GTP hydrolysis by a GTPase."" [GOC:jl, GOC:mah]",188,7396,99,20972,0.013385613845321796,0.526595744680851,query_1,['GO:0051336']
GO:BP,GO:0007010,cytoskeleton organization,2.311240993523016e-05,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures."" [GOC:dph, GOC:jl, GOC:mah]",1534,7396,629,20972,0.08504597079502434,0.41003911342894395,query_1,['GO:0006996']
GO:BP,GO:0043122,regulation of canonical NF-kappaB signal transduction,2.3875154659103223e-05,True,"""Any process that modulates the canonical NF-kappaB signaling cascade."" [GOC:jl, PMID:12773372]",301,7396,147,20972,0.01987560843699297,0.4883720930232558,query_1,"['GO:0007249', 'GO:1902531']"
GO:BP,GO:0050821,protein stabilization,2.4045882796849383e-05,True,"""Any process involved in maintaining the structure and integrity of a protein and preventing it from degradation or aggregation."" [GOC:ai]",230,7396,117,20972,0.015819361817198486,0.508695652173913,query_1,['GO:0031647']
GO:BP,GO:0043069,negative regulation of programmed cell death,2.4393147854068644e-05,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes."" [GOC:jl]",887,7396,381,20972,0.05151433207138994,0.4295377677564825,query_1,"['GO:0012501', 'GO:0043067', 'GO:0048523']"
GO:BP,GO:0050868,negative regulation of T cell activation,2.4538249326119678e-05,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of T cell activation."" [GOC:ai]",132,7396,74,20972,0.010005408328826392,0.5606060606060606,query_1,"['GO:0042110', 'GO:0050863', 'GO:0051250', 'GO:1903038']"
GO:BP,GO:0002706,regulation of lymphocyte mediated immunity,2.477354819458022e-05,True,"""Any process that modulates the frequency, rate, or extent of lymphocyte mediated immunity."" [GOC:add]",193,7396,101,20972,0.013656030286641427,0.5233160621761658,query_1,"['GO:0002449', 'GO:0002703']"
GO:BP,GO:0042221,response to chemical,2.509010029574576e-05,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus."" [GOC:jl]",3863,7396,1492,20972,0.20173066522444566,0.3862283199585814,query_1,['GO:0050896']
GO:BP,GO:0030334,regulation of cell migration,2.5128352619879318e-05,True,"""Any process that modulates the frequency, rate or extent of cell migration."" [GOC:go_curators]",944,7396,403,20972,0.054488912925905894,0.4269067796610169,query_1,"['GO:0016477', 'GO:2000145']"
GO:BP,GO:0002702,positive regulation of production of molecular mediator of immune response,2.5553769859872755e-05,True,"""Any process that activates or increases the frequency, rate, or extent of the production of molecular mediator of immune response."" [GOC:add]",141,7396,78,20972,0.010546241211465657,0.5531914893617021,query_1,"['GO:0002440', 'GO:0002699', 'GO:0002700', 'GO:0010628']"
GO:BP,GO:0006979,response to oxidative stress,2.6278657097351145e-05,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, e.g. superoxide anions, hydrogen peroxide (H2O2), and hydroxyl radicals."" [GOC:jl, PMID:12115731]",374,7396,177,20972,0.02393185505678745,0.4732620320855615,query_1,['GO:0006950']
GO:BP,GO:0042254,ribosome biogenesis,2.6974047483933397e-05,True,"""A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of ribosome subunits; includes transport to the sites of protein synthesis."" [GOC:ma, PMID:26404467, Wikipedia:Ribosome_biogenesis]",316,7396,153,20972,0.020686857760951867,0.48417721518987344,query_1,['GO:0022613']
GO:BP,GO:0002443,leukocyte mediated immunity,2.7036560932349696e-05,True,"""Any process involved in the carrying out of an immune response by a leukocyte."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",475,7396,218,20972,0.029475392103839912,0.4589473684210526,query_1,['GO:0002252']
GO:BP,GO:1902806,regulation of cell cycle G1/S phase transition,2.7036560932349696e-05,True,"""Any signaling pathway that modulates the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G1 phase to S phase of the cell cycle."" [GO_REF:0000058, GOC:mtg_cell_cycle, GOC:TermGenie]",175,7396,93,20972,0.012574364521362898,0.5314285714285715,query_1,"['GO:0044843', 'GO:1901987']"
GO:BP,GO:0042093,T-helper cell differentiation,2.903253748876529e-05,True,"""The process in which a relatively unspecialized thymocyte acquires specialized features of a T-helper cell."" [GOC:ebc]",85,7396,52,20972,0.007030827474310438,0.611764705882353,query_1,['GO:0043367']
GO:BP,GO:0046474,glycerophospholipid biosynthetic process,3.0114702980454935e-05,True,"""The chemical reactions and pathways resulting in the formation of glycerophospholipids, any derivative of glycerophosphate that contains at least one O-acyl, O-alkyl, or O-alkenyl group attached to the glycerol residue."" [ISBN:0198506732]",196,7396,102,20972,0.013791238507301243,0.5204081632653061,query_1,"['GO:0006650', 'GO:0008654', 'GO:0045017']"
GO:BP,GO:0022603,regulation of anatomical structure morphogenesis,3.0336016590124984e-05,True,"""Any process that modulates the frequency, rate or extent of anatomical structure morphogenesis."" [GOC:mah]",822,7396,355,20972,0.047998918334234725,0.4318734793187348,query_1,"['GO:0009653', 'GO:0050793']"
GO:BP,GO:0045621,positive regulation of lymphocyte differentiation,3.2307517959383684e-05,True,"""Any process that activates or increases the frequency, rate or extent of lymphocyte differentiation."" [GOC:go_curators]",135,7396,75,20972,0.010140616549486208,0.5555555555555556,query_1,"['GO:0030098', 'GO:0045619', 'GO:0051251', 'GO:1902107']"
GO:BP,GO:0141188,nucleic acid catabolic process,3.2307517959383684e-05,True,"""The cellular DNA metabolic process resulting in the breakdown of a nucleic acid."" [GOC:curators]",341,7396,163,20972,0.022038939967550027,0.4780058651026393,query_1,"['GO:0009057', 'GO:0034655', 'GO:0090304']"
GO:BP,GO:0043066,negative regulation of apoptotic process,3.277943782992663e-05,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell death by apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]",856,7396,368,20972,0.04975662520281233,0.42990654205607476,query_1,"['GO:0006915', 'GO:0042981', 'GO:0043069']"
